given_name,family_name,date_of_birth,place_of_birth
Thomas,Basford,1945-04-23,Newry
Diane,Sykes,1947-02-20,Coleraine
Ivy,White,1927-03-27,Lockerbie
Ethel,Coussins,1883-12-27,Wick
George,Cousins,1876-01-10,Ardrossan
Maud,Pepper,1871-01-24,Musselburgh
Arthur,Hopkinson,1905-05-01,Cookstown
William,Coulson,1856-02-03,Perth
Kathleen,Ridge,1928-07-19,Downpatrick
Elaine,Mills,1969-07-17,Galashiels
John,Watkins,1929-01-14,Dundee
Mary,Raby,1915-03-21,Paisley
Frederick,Harper,1911-10-11,Clydebank
Kathleen,Routledge,1906-04-01,Selkirk
Emma,Wadham,1838-11-26,Bridge of Allan
Walter,Mcfarlane,1881-10-14,Montrose
Frank,Hampson,1902-11-26,Tillicoultry
William,Ashurst,1847-07-27,Peterhead
Jean,Soundie,1933-10-17,Ballymena
Ruth,Newlands,1926-09-21,Lockerbie
Elizabeth,Tidmarsh,1854-01-06,Galashiels
Elizabeth,Cole,1876-08-08,Keith
Richard,Slade,1967-11-07,Kinross
Deborah,Ranner,1966-04-03,Golspie
Mary,Harris,1931-09-07,Enniskillen
Amanda,Lewis,1971-02-13,Airdrie
Sarah,Bailey,1861-03-14,Lockerbie
Sarah,Wilkes,1876-04-27,Larne
Annie,Edwards,1890-02-08,Leven
Florence,Hawks,1891-11-01,Bridge of Allan
Joseph,Magnis,1844-03-18,Fraserburgh
Angela,Runham,1936-03-19,Arbroath
Hannah,Wood,1851-09-28,Ayr
Michael,Shoosmith,1942-07-21,Portadown
John,Whitehead,1935-12-26,Kirkcaldy
Brian,Hansford,1945-06-13,Omagh
Sarah,Adamson,1983-02-11,Aberdeen
Katrina,Beckett,1972-04-16,Barrhead
Emily,Hodgson,1920-12-02,Glasgow
Nicholas,Russell,1979-05-08,Strabane
Sarah,Gwynn,1851-01-25,Lanark
Philip,Williams,1966-02-13,Castle Douglas
Fanny,Jackson,1858-10-08,Portadown
Hugh,Bolton,1861-05-05,Campbeltown
Joseph,Stevens,1914-04-26,Forres
Ellen,Cook,1895-04-02,Greenock
James,Petersen,1852-12-26,Lerwick
Sarah,Sleet,1880-03-21,Buckie
Andrew,Parker,1894-12-05,Newtownards
Elizabeth,Trow,1880-01-29,Selkirk
Vernon,Langhorn,1927-03-21,Newry
Courteney,Jackson,1840-06-29,Buckie
Nicholas,Pipe,1960-09-01,Portadown
Lee,Hodgson,1981-08-28,Irvine
Norah,Gilbert,1902-12-16,Golspie
Kathleen,Foster,1919-05-25,Langholm
Emily,Nicholson,1908-09-17,Kelso
Andrew,Brown,1970-02-28,Portadown
Sarah,Chester,1844-05-30,Dufftown
Edward,Stephens,1882-04-07,Irvine
Paul,Robinett,1979-09-05,Armagh
Paul,Ryder,1955-11-18,Carluke
Joseph,Johnson,1945-09-20,Dingwall
Herbert,Cooke,1875-12-13,Helensburgh
Thomas,Ashby,1897-03-17,Hawick
Myra,Williams,1947-10-10,Kilsyth
William,Jarratt,1947-05-12,Stornoway
Amy,Fosbrook,1871-05-12,Ballymena
Nelson,Torrance,1864-04-21,Milngavie
Beryl,Hitch,1928-09-14,Kinross
Sidney,Revell,1888-11-19,Helensburgh
James,Towner,1841-10-30,Downpatrick
William,Finch,1926-08-05,Kirkcaldy
Phyllis,Hughes,1908-01-30,Haddington
Tabraiz,Pervez,1983-02-11,Kilsyth
Peter,Godfrey,1936-08-02,Newtownards
Sharon,Symns,1972-08-30,Linlithgow
John,Cussons,1956-06-10,Dundee
Laura,Allen,1983-09-28,Dumbarton
James,Shaw,1912-06-19,Lerwick
John,Sutton,1887-12-24,Falkirk
Derrick,Codlin,1938-05-26,Keith
Walter,Butcher,1877-07-10,Enniskillen
Charles,Rylance,1907-04-27,Helensburgh
Deborah,Stott,1974-04-05,Lockerbie
Thomas,James,1881-04-05,Huntly
Anna,Ward,1861-08-29,Buckie
Christopher,Comerford,1922-07-19,Dundee
William,Ingram,1873-09-23,Ballymoney
George,Moore,1876-12-02,Portsoy
Richard,Bound,1927-07-26,Edinburgh
Keith,Hawkesworth,1955-12-30,Helensburgh
Gilbert,Baxter,1867-03-15,Buckie
Samuel,Cook,1890-01-09,Strabane
Paula,Fowler,1983-08-04,Londonderry
Anna,Edwards,1979-11-11,Lanark
Elaine,Harrison,1948-02-18,Portadown
Violet,Brakley,1909-05-18,Stranraer
Ann,Corbett,1842-11-12,Campbeltown
Simon,Gilbert,1875-04-18,Kirkcaldy
William,Hooper,1846-11-17,Stirling
Frederick,Allen,1905-10-18,Omagh
Julie,Clarke,1968-07-10,Dunfermline
Eda,Fountain,1878-11-27,Belfast
Marguerite,Sayers,1947-05-28,Wishaw
Dawn,Jowsey,1965-10-16,Edinburgh
Jeanette,Brooker,1949-01-14,Dingwall
Jean,Spencer,1927-09-25,Barrhead
Edward,Woodard,1939-07-28,Bathgate
Alice,Kingston,1890-10-16,Golspie
Harold,Boulton,1921-08-13,Larne
Donald,Humphreys,1942-12-27,Hawick
Raymond,Jarvis,1932-10-09,Ayr
Elizabeth,King,1893-09-17,Lerwick
Ivy,Howes,1915-10-16,Airdrie
Florence,Price,1876-10-13,Clydebank
Thomas,Rees,1897-02-02,Banbridge
Winnie,Dalby,1922-08-29,Airdrie
Clara,Sheard,1867-07-11,Galashiels
Amy,Clayton,1982-09-11,Oban
Pauline,Orr,1958-05-01,Newry
Jennifer,Wheal-jones,1967-01-09,Lisburn
Walter,Ager,1858-02-04,Hawick
Mary,Meadowcroft,1866-05-20,Newtownards
Louisa,Rees,1845-03-19,Keith
John,Delforce,1871-03-11,Annan
Michael,Slamaker,1959-09-19,Alloa
Henry,Usher,1913-02-20,Dufftown
John,Spoors,1904-11-30,Kirkwall
Jane,Howard,1841-03-17,Glasgow
Charles,Swallow,1847-04-12,Huntly
Harry,Stotesbury,1877-01-17,Kirkcaldy
Gillian,Crandley,1949-10-14,Brechin
Mary,Williams,1849-05-02,Kinross
James,Parsons,1860-01-08,Blairgowrie
Margaret,Place,1882-09-29,Enniskillen
Edwin,Tolly,1851-11-22,Motherwell
James,Barthorp,1843-12-06,Annan
Edwin,Smith,1868-02-02,Banbridge
Minnie,Sheardown,1910-11-30,Keith
Susan,Ranshaw,1886-12-03,Jedburgh
Andrew,Livingstone,1871-03-31,Londonderry
Andrea,Keates,1980-02-18,Huntly
Rose,Rising-purdy,1892-09-15,Wishaw
Agnes,Potter,1875-01-05,Nairn
Richard,Surtees,1979-10-10,Jedburgh
George,Dacres,1962-09-07,Hamilton
John,Medhurst,1927-12-29,Dumfries
Frank,Bennett,1899-10-30,Musselburgh
Reginald,Thompson,1928-01-07,Paisley
Catherine,Newall,1872-09-30,Motherwell
Éric,Corner,1916-08-01,Bathgate
Sarah,Johnson,1901-03-18,Hawick
Irene,Holroyd,1935-04-03,Dungannon
Amelia,Byron,1857-07-30,Kelso
Lydia,Allan,1937-07-31,Ayr
Frederick,Camp,1951-06-21,Dalry
Elizabeth,Everrett,1855-08-05,Carrickfergus
Édouard,Scruby,1925-08-27,Buckie
Emily,Fairbrother,1874-02-28,Keith
Daniel,Carvalho,1977-10-16,Selkirk
Julie,Woolley,1964-04-20,Nairn
Samantha,Walls,1975-10-24,Dundee
Alfred,Shipp,1909-08-25,Carluke
William,Poole,1887-01-13,Portsoy
George,Birks,1860-01-05,Keith
Lyndsey,Lewis,1980-08-07,Dunfermline
Margaret,Bartle,1857-05-17,Dalry
Victoria,Ormerod,1977-08-12,Greenock
Joe,Pye-farrand,1982-01-04,Annan
Isaac,Butler,1878-11-25,Stranraer
James,Brown,1951-06-06,Campbeltown
Emily,Jones,1889-02-05,Jedburgh
Celia,Jones,1844-08-22,Dunfermline
Richard,Holliday,1910-08-28,Dingwall
Patricia,Regan,1943-12-07,Inverness
Susanna,Musk,1857-06-03,Cookstown
Carol,Gee,1959-04-05,Elgin
Tracey,Owens,1970-07-16,Downpatrick
David,Tutt,1930-06-06,Belfast
Sylvia,Vick,1959-07-11,Fraserburgh
Sarah,Cason,1970-11-03,Coleraine
David,Evans,1946-03-31,Kilsyth
William,Braunton,1894-01-03,Coatbridge
Alexander,Mathieson,1907-06-18,Dalkeith
Michael,Douglas,1970-01-26,Lanark
Sean,Culleton,1967-07-20,Downpatrick
Steven,Shannon,1957-05-16,Paisley
Doris,Tongue,1906-03-06,Dromore
Lizzy,Farnell,1875-01-16,Dalkeith
James,Williamson,1889-01-21,Dungannon
Mary,Austwick,1926-02-13,Annan
Robert,Hurd,1839-09-23,Motherwell
Celia,Liddiard,1897-07-01,Kirriemuir
John,Howard,1848-12-19,West Calder
Elizabeth,Holdcroft,1850-01-15,Clydebank
Marjorie,Payne,1908-03-28,Newton Stewart
Brenda,Gould,1940-03-19,Belfast
Mark,Thompson,1902-02-27,Alloa
Richard,Macquoin,1874-09-26,Kirkcaldy
Mary,Evans,1863-08-08,Dalkeith
Richard,Howard,1893-01-07,Kilsyth
Minnie,Brown,1868-12-23,Arbroath
Joanne,Aitken,1972-04-01,Newtownards
Jennifer,Longland,1950-02-25,Helensburgh
Timothy,Gleghorn,1969-06-23,Carluke
Andrew,Humble,1949-10-24,Tillicoultry
Sarnjit,Kaur,1977-02-10,Lerwick
Alex,Eimerl,1983-04-13,Oban
William,Cole,1862-02-03,Fraserburgh
Kevin,Lewis,1956-07-28,Blairgowrie
Ellen,Green,1925-08-03,Coatbridge
Lorna,Fung,1959-02-08,Dalkeith
John,Blyth,1907-08-28,Dalkeith
Norman,Collyer,1918-01-21,Thurso
Mabel,Walker,1893-07-16,Dungannon
Christine,Lawrey,1957-12-26,Dungannon
Tracy,Brady,1971-08-25,Londonderry
Mary,Gibson,1839-12-25,Stranraer
Fiona,Dyer,1959-03-30,Lerwick
Male,Hill,1850-09-25,Anstruther
Lilias,Simpson,1897-06-19,Dingwall
John,Cheshire,1865-07-22,Armagh
Dorothy,Jackson,1838-12-02,Kirkintilloch
Clare,Worthington,1978-04-08,Motherwell
Charles,Wells,1854-01-08,Dalry
Cecil,Stanners,1911-01-26,Rothesay
Irene,Cox,1909-10-22,Dunfermline
Jane,Davies,1875-12-28,Selkirk
Alison,Jenkins,1962-03-22,Dromore
Harry,Winterbottom,1865-04-07,Lockerbie
Karen,Taylor,1963-02-04,Ballymena
Robert,Elliott,1896-05-16,Stonehaven
Sheila,Tennick,1951-05-14,Greenock
Margaret,Thompson,1918-09-07,Hawick
William,Scarr,1965-03-31,Lerwick
Oscar,Reece,1972-05-17,Keith
Percy,Mole,1878-11-04,Dalbeattie
Albert,Hopkins,1893-02-05,Ballymoney
Samuel,Weston,1888-04-24,Lockerbie
Edward,Linnell,1842-11-29,Brechin
Beatrice,Hollis,1870-05-31,Aberdeen
Norman,Ponton,1910-04-19,Greenock
John,Major,1892-01-08,Annan
Jean,Bartlett,1945-04-17,Kirkwall
Bridget,Mcmanus,1892-09-18,Ballymena
Emily,Stocker,1901-02-04,Elgin
David,Koffel,1910-02-22,Falkirk
Olufemi,Ogunniyi,1972-10-31,Bridge of Allan
Juliet,Heywood,1951-11-09,Armagh
Valerie,Collier,1937-10-27,Coleraine
Frank,Tetlow,1871-05-21,Stranraer
Edward,Devine,1902-11-27,Paisley
Florence,Miles,1908-11-14,Hamilton
Joanne,Petchey,1972-08-24,Linlithgow
Kurt,Greenhalgh,1981-03-04,Elgin
Isaac,Simon,1895-10-23,Dalry
Arthur,Baker,1927-03-01,Brechin
John,Grosvenor,1925-04-06,Alloa
Thomas,Brawn,1840-11-05,Portsoy
Edna,Arrandale,1913-06-07,Grantown-on-Spey
Patrick,Mitchell,1963-02-24,Kirkwall
Stanley,Eaton,1916-03-24,Montrose
Ernest,Holmwood,1888-05-05,Dunfermline
Ann,King,1875-08-23,Belfast
Martha,Domm,1879-06-29,Arbroath
Ivy,Irving,1917-08-23,Galashiels
Mark,Somerville,1980-05-15,Carrickfergus
Edward,Bye,1864-02-12,Forfar
Emanuel,Bradford,1882-11-18,Kirkintilloch
Jane,Whitfield,1866-12-07,Milngavie
Joan,Wright,1916-10-23,Golspie
Zoe,Clarke,1893-09-14,Peterhead
Thomas,Roberts,1864-03-10,Dumbarton
Robert,Ross,1888-09-13,Rothesay
Deborah,Giblin,1956-09-22,Motherwell
Elizabeth,Ellcock,1882-11-17,Aberdeen
Samantha,Jackson,1968-12-30,Hawick
Beatrice,Harry,1884-02-24,Kelso
John,Mahoney,1952-05-26,Castle Douglas
Ernest,Gayford,1878-04-22,Linlithgow
Arnold,Booth,1918-11-16,Keith
John,Briggs,1953-11-27,Dalry
Elizabeth,Nash,1858-02-01,Fraserburgh
Alice,Stride,1900-03-21,Armagh
William,Kirby,1927-07-11,West Calder
Mark,Roberts,1967-05-14,Keith
Mary,Waite,1843-02-07,Dungannon
George,Hughes,1900-07-17,Montrose
Lisa,Atkinson,1974-09-27,Buckie
Charlotte,Brooks,1861-04-26,Lurgan
George,King,1894-09-16,Bathgate
Emma,Morton,1972-05-20,Barrhead
Arthur,Moss,1921-05-14,Belfast
Christine,Walker,1946-02-16,Musselburgh
Mabel,Robinson,1879-03-04,Greenock
Sian,Harris,1969-03-03,Edinburgh
John,Marshall,1856-04-18,Newry
Mary,Hudson,1888-12-06,Motherwell
Louisa,French,1880-04-28,Dumfries
Gertrude,Flower,1893-09-30,Kinross
Mary,Watson,1855-05-04,Larne
Harriett,Marshall,1844-12-04,Golspie
Matthew,Sanders,1911-07-27,West Calder
Clara,Sconce,1881-05-09,Brechin
Frederick,Burgess,1905-10-22,Lerwick
John,Reid,1893-01-01,Glasgow
Arthur,Henderson,1883-06-19,Carrickfergus
John,Dudley,1909-12-12,Peebles
François,Bye,1890-05-19,Coatbridge
Doreen,Whiteley,1936-11-23,West Calder
John,Starkey,1970-08-27,Bellshill
Alec,Hancock,1928-07-26,Musselburgh
Mary,Coolican,1867-07-21,Portsoy
William,Isaac,1934-10-23,Forres
Aubrey,Keyse,1958-03-09,Stornoway
Thomas,Milburn,1889-02-05,Blairgowrie
Faith,Murray,1930-04-15,Milngavie
Nellie,Wood,1889-09-08,Arbroath
Shirley,Byron,1945-03-05,Coleraine
Martha,Wilson,1904-03-30,Montrose
John,Jones,1880-05-31,Kelso
Gwenville,Jones,1917-05-12,Dumfries
William,Chapman,1859-03-12,Strabane
Frank,Hanson,1873-10-21,Tillicoultry
Carol,London,1953-12-20,Cupar
Beryl,Trout,1930-02-25,Musselburgh
Bertha,Aldington,1890-07-25,Hawick
Amy,Beesley,1920-07-02,Perth
Lynette,Richardson,1979-06-05,Annan
David,Pascoe,1942-05-09,West Calder
Ernest,Cox,1896-10-14,Carluke
Job,Bolton,1851-09-25,Aberdeen
Ethel,Crabb,1900-04-11,Thurso
Alfred,Burden,1927-01-03,Keith
Ingrid,Chapman,1951-08-03,Langholm
Emily,Streeter,1883-04-01,Keith
Elsie,Heald,1924-05-08,Annan
Bernard,Hemsley,1910-12-16,Newtownards
Susan,Purdy,1961-01-09,Kilmarnock
Arthur,Marshall,1875-04-22,Nairn
Bernice,Monk,1932-11-16,Inverness
Martha,Watson,1864-07-11,Dingwall
Henry,Wilshire,1858-09-30,Falkirk
Russell,Simpson,1979-11-11,Castle Douglas
John,Scorse,1844-11-23,Coleraine
Joseph,Leach,1876-01-16,Dingwall
Leonard,Fox,1943-02-21,Langholm
Sharon,Tipton,1967-05-15,Ardrossan
Dinah,Hanson,1891-11-30,Ballymoney
Alice,Karran,1883-05-13,Kirkcaldy
Stephen,Stone,1959-02-25,Dalbeattie
Alice,Brown,1886-12-04,Barrhead
Philip,Cooper,1908-12-20,Port Glasgow
Tracey,Petch,1963-06-23,Greenock
Alison,Stephen,1962-12-03,Falkirk
John,Murray,1908-07-10,Kirkcaldy
Doris,Peverelli,1902-04-07,Lanark
Squire,Wigglesworth,1868-01-11,Hamilton
Anne,Simpson,1962-09-30,Keith
Henry,Johnson,1842-12-15,Bellshill
Margaret,Kelly,1910-06-24,Armagh
Joseph,Hartley,1892-05-13,Arbroath
Kelly,Mills,1979-04-14,Elgin
John,Patston,1850-02-08,Kirkintilloch
Hannah,Harvey,1866-10-08,Lisburn
Robert,Green,1874-12-30,Clydebank
James,Jackson,1860-11-01,Peterhead
Alfred,Kinsey,1909-03-21,Lisburn
John,Wilmoth,1948-08-16,Omagh
Francis,Bolton,1892-10-07,Hawick
Marcia,Piper,1963-11-11,Lerwick
Elias,Ware,1875-04-18,Wick
Constance,Thurgood,1928-01-21,Milngavie
John,Simmons,1933-10-23,Kinross
Willie,Thatcher,1880-05-23,Perth
Florence,Elliott,1893-12-10,Arbroath
Robert,Read,1952-11-21,Belfast
Linda,Pennington,1962-09-01,Grantown-on-Spey
Alfred,Sullivan,1899-06-03,Anstruther
Robin,Edwards,1936-12-30,Edinburgh
Sean,Walker,1982-01-28,Barrhead
Frederick,Pope,1872-10-03,Banff
Craig,Mctaggart,1980-02-01,Kilsyth
Bessie,Graham,1886-09-01,Stirling
Albert,Caunter,1841-02-25,Belfast
Sharon,Ashley,1964-12-27,Armagh
Thelma,Webb,1927-12-21,Perth
William,Barwick,1837-10-12,Stranraer
William,Hawkins,1897-07-27,Paisley
Jane,Mackey,1900-02-20,Golspie
Maria,Cowen,1905-07-16,Belfast
William,Gray,1842-02-09,Peterhead
John,White,1868-12-02,Strabane
Claud,Whittley,1892-10-19,Kilmarnock
William,Bedford,1840-10-02,Huntly
Joan,Mortiboys,1927-11-18,Cookstown
Jennie,Downie,1877-10-12,Aberdeen
Rose,Mcmullen,1909-02-21,Kilsyth
John,Laffan,1912-07-13,Milngavie
Neil,Rasburn,1970-04-15,West Calder
Edward,Poulton,1895-04-10,Bridge of Allan
Donald,Stevens,1921-10-24,Haddington
Alice,Norris,1892-01-23,Carrickfergus
Jennifer,Matthews,1968-04-01,Paisley
Jane,Messenger,1880-01-23,Cupar
Frederick,Collins,1903-09-24,Irvine
Hannah,Ranscomb,1850-06-21,Irvine
Fred,Daughton,1918-03-12,Peterhead
Robert,Roots,1920-06-07,Stonehaven
Ceridwen,Morgan,1918-08-25,Rothesay
Anne,Behrens,1930-05-25,Falkirk
John,Rooney,1873-02-25,Kilmarnock
Clara,Allen,1885-04-24,Keith
Louisa,Wood,1916-08-10,Cupar
Shirley,Hubert,1948-11-29,Dromore
Linda,Jones,1948-01-13,Kirriemuir
Joseph,Holder,1848-12-24,Kelso
Charles,Nixon,1887-07-15,Stonehaven
Maurice,Voce,1936-09-24,Dumfries
George,Darlington,1862-11-13,Elgin
Susan,Meikle,1940-10-13,Forres
Thomas,Clapham,1873-02-13,Dumbarton
Mary,Holland,1879-10-19,Greenock
Barbara,Wilson,1951-08-28,Ardrossan
Stephen,Krzok-smith,1979-08-02,Kilsyth
Minnie,Challis,1881-03-24,Aberdeen
Richard,Aldous,1942-08-05,Keith
Doris,Green,1921-11-07,Musselburgh
Caroline,Clancy,1960-05-13,Kirkcaldy
Elizabeth,Davies,1920-06-12,Annan
Evelyn,Cowlard,1927-03-30,Wick
Arthur,Bishop,1871-06-24,Haddington
George,Crossley,1877-05-13,Stranraer
Reginald,Wild,1923-01-15,Barrhead
Harry,Green,1865-12-18,Hamilton
Simon,Greenhalgh,1979-10-13,Enniskillen
John,Clarke,1852-10-09,Glasgow
Frederick,Sims,1927-02-24,Dumbarton
Elsie,Haywood,1901-01-04,Greenock
Beryl,Liggins,1939-11-30,Musselburgh
Nicholas,Batty,1962-04-23,Dromore
Emma,Hall,1902-01-22,Peebles
Marie,Annetts,1966-02-01,Helensburgh
Sarah,Cameron,1897-03-10,Stornoway
Caryn,Lewis,1964-11-29,Lisburn
George,White,1858-11-05,Montrose
Richard,Gander,1946-01-08,Edinburgh
Cecil,Jones,1907-03-06,St Andrews
Emily,Darvell,1872-12-24,Dalry
Linda,White,1954-05-17,Dufftown
Albert,Smith,1879-10-20,Lisburn
Henry,Lampard,1863-03-19,St Andrews
Frederick,White,1886-06-29,Leven
Penelope,Taylor,1975-06-06,Kirkwall
Robert,Bickmore,1929-12-03,Oban
William,Atkinson,1846-04-07,Stonehaven
Arthur,Fox,1937-10-20,Bangor
Richard,Ainsworth,1926-10-06,Peterhead
Janet,Thompson,1942-05-18,Crieff
William,Bell,1893-05-13,Forfar
Laura,Howton,1878-09-09,Newton Stewart
Mary,Miller,1852-11-08,Castle Douglas
Albert,Taylor,1917-08-29,Strabane
Alfred,Turner,1885-06-27,Lanark
Emely,Ring,1888-10-19,Aberdeen
John,Hanshaw,1896-09-23,Kinross
Jane,Brown,1937-02-13,Coleraine
Andrew,Morris,1947-03-08,Coatbridge
Hannah,Ledgerd,1878-12-31,Buckie
James,Powell,1875-04-17,Enniskillen
Thomas,Ludditt,1891-12-18,Clydebank
Elizabeth,Hall,1874-05-05,Newtownards
Catharine,Smith,1852-07-22,Belfast
Elizabeth,Key,1870-07-19,Bridge of Allan
Amy,Wale,1881-03-08,Cupar
Malcolm,Griffiths,1927-10-04,Aberdeen
Thomas,James,1891-06-02,Aberdeen
Sidney,Coleman,1889-11-24,Arbroath
Rodney,Dean,1941-06-13,Aberdeen
Elizabeth,Gwinuth,1882-04-23,St Andrews
Fred,Bloomfield,1879-06-03,Motherwell
Clarence,Buckley,1892-07-30,Cookstown
Norman,Salmons,1926-12-29,Oban
Jessie,Jaynes,1881-01-02,Dalkeith
Eleanor,Clark,1877-04-16,West Calder
Elizabeth,Davenport,1878-12-08,Kilsyth
Edna,Thomas,1913-03-08,Hawick
Lucy,Hassan,1869-11-05,Newtownards
John,Baskett,1930-07-02,Londonderry
Cara,Gleeson,1981-12-02,Carluke
Violet,Reinke,1919-02-11,Galashiels
Neville,Mardell,1947-05-22,Kilmarnock
James,Simpson,1875-09-10,Falkirk
May,Evans,1916-04-27,Forres
James,Ray,1854-07-06,Coatbridge
Robert,Littler,1909-04-05,Wick
William,Partner,1926-06-26,Lerwick
Susan,Derrick,1909-06-28,Wishaw
Gwendoline,Lloyd,1902-06-05,Selkirk
Kevin,Marsden,1961-03-01,Castle Douglas
Henry,Evely,1919-09-11,Selkirk
Graham,Tongue,1966-12-19,Dalbeattie
Walter,Simpson,1937-05-21,Dundee
Ann,Moat,1936-06-13,Grantown-on-Spey
Theresa,Cully,1962-05-28,Airdrie
Saffran,Vye,1973-05-14,Lerwick
Nicholas,Kiley,1958-12-04,Campbeltown
Eileen,Brain,1911-11-16,Kilmarnock
Clara,Anderson,1882-12-29,Stornoway
David,Green,1839-08-06,Strabane
Jesse,Woodruff,1881-08-30,Ballymoney
Honorine,Davies,1940-03-23,Stirling
Raymond,Wilkes,1919-12-28,Golspie
Janette,Pearce,1941-06-22,Annan
Sylvia,Howorth,1938-06-01,Airdrie
Jean,Settrington,1936-01-07,Crieff
Ann,Gilbert,1861-06-15,Langholm
Ada,Pulser,1911-08-23,Thurso
Henry,Whitehead,1887-06-22,Dungannon
Edith,Jones,1886-01-27,Jedburgh
Mary,Mather,1878-10-18,Perth
Robert,Disley,1916-03-08,Milngavie
Norah,Beadsworth,1906-05-04,Peterhead
Emily,Pattin,1851-09-24,Ardrossan
Roy,Bishop,1933-10-19,Kilsyth
Edward,Fribence,1926-06-02,Ayr
Robert,Walsh,1980-04-02,Golspie
Lynne,Hopkinson,1965-08-24,Aberdeen
Brian,Brown,1949-11-28,Belfast
Joseph,Gubbins,1904-06-14,Peebles
Colin,Knowles,1971-08-04,Musselburgh
Paula,Marron,1974-10-20,Glasgow
John,Stephens,1867-02-09,Galashiels
Margaret,Tanner,1956-05-08,St Andrews
Isaac,Roberts,1854-06-11,Downpatrick
Elizabeth,Keogh,1903-08-28,Montrose
Raymond,Twyford,1937-08-18,Bellshill
Lorna,Russell,1983-06-27,Perth
James,Gravett,1972-11-28,Dunfermline
Rose,Mace,1898-02-19,Port Glasgow
Nora,Orford,1908-11-24,Elgin
Female,Milner,1854-02-22,Anstruther
Edith,Hooper,1884-03-08,Elgin
Terrence,Biggs,1947-07-09,Dingwall
Patricia,Preston,1947-11-11,Alloa
Richard,Brock,1870-10-14,Peterhead
Dora,Metcalf,1890-09-27,Glasgow
Francis,Bennett,1938-05-30,Airdrie
Joan,Clark,1931-09-01,Newton Stewart
Marion,Burgess,1891-05-12,Glasgow
Elvira,Tilbury,1920-12-20,Selkirk
George,Guthrie,1868-03-10,Banff
Albert,Walker,1883-12-31,Dingwall
Francis,Bailey,1908-12-17,Linlithgow
Jan,Nendzki,1942-02-03,Port Glasgow
Phyllis,Smith,1911-08-20,Invergordon
Edmund,Grove,1869-08-26,Langholm
Ian,Richardson,1943-07-13,Musselburgh
John,Whitehead,1885-07-10,Keith
Victor,Brown,1956-09-21,Invergordon
Stephen,Batten,1973-06-01,Port Glasgow
Richard,Harris,1883-01-21,Perth
Rebecca,Staples,1886-10-20,Dalry
William,O'brien,1948-01-17,Lurgan
George,Upton,1853-10-03,Montrose
Barclay,Fleming,1949-07-30,Leven
Kathleen,Fryer,1913-11-16,Edinburgh
Maureen,Edwards,1948-11-25,Castle Douglas
George,Smith,1913-06-26,Kirkcaldy
Herbert,Hanson,1884-12-21,Blairgowrie
Brian,Hall,1963-05-09,Forres
Richard,Newbound,1968-03-17,Dingwall
Gordon,Allen,1916-10-25,St Andrews
Melinda,Hallawell,1960-11-24,Dungannon
Alice,Leggett,1901-01-07,Barrhead
David,Reevey,1970-06-16,Dufftown
Joshua,Hobson,1842-08-27,Londonderry
Stuart,Felgate,1951-07-01,Dalkeith
Margaret,Ashton,1930-11-26,Ardrossan
Charles,Haines,1849-01-01,Newton Stewart
Dorothy,Veal,1933-08-07,Dalkeith
Mary,Davies,1885-02-10,Wick
Phyllis,Mccabe,1918-08-05,Dumfries
John,Ellwood,1874-03-28,Peterhead
Eileen,Davey,1924-11-13,Stranraer
Adelaide,Hadlow,1851-01-24,Buckie
Female,Harris,1844-11-23,West Calder
Jamie,Taylor,1967-08-09,Leven
Susan,Middlebrook,1866-03-20,Hamilton
Jack,Lindley,1922-07-14,Enniskillen
Grace,Tombs,1898-01-17,Armagh
Roger,Wheeler,1943-07-03,Montrose
Richard,Bishop,1963-07-15,Downpatrick
Thomas,Williams,1938-03-11,Dumfries
Margaret,Fitt,1950-11-20,Linlithgow
Alison,Fern,1951-10-19,Oban
Robert,Dawson,1925-08-22,Dumbarton
Spencer,Lester,1914-09-11,Lanark
Clement,Spackman,1900-06-11,Ardrossan
William,Mason,1860-10-19,Nairn
Joan,Maddox,1915-05-27,Galashiels
Henry,Varden,1851-09-21,Kinross
David,Hodge,1960-08-26,Port Glasgow
Edmund,Harris,1856-10-07,Rothesay
Elizabeth,Offer,1917-06-01,Selkirk
Edith,Robinson,1913-03-15,Carluke
Scott,Wellard,1976-06-15,Dundee
Daphne,Lockey,1951-09-16,Strabane
Rhoda,Bell,1890-07-22,Ardrossan
James,Tarney,1923-01-19,Linlithgow
Colin,Rowland,1949-03-08,West Calder
Ann,Maloy,1872-09-06,Lisburn
Amanda,Heller,1975-05-09,Stranraer
Garry,Hudson,1953-04-30,Kinross
Fanny,Middlebrooke,1881-10-11,Elgin
Jesse,Gray,1887-04-13,Banbridge
Alan,Rosser,1933-12-23,Kirkwall
Christianna,Taylor,1862-01-24,Portsoy
Debra,Wilson,1969-11-20,Portadown
John,Wood,1886-09-12,Dumfries
Henry,Reeve,1909-01-11,Stornoway
Walter,Hopkins,1838-10-04,Banff
Susan,Bagnall,1950-09-19,Airdrie
Glynis,Jones,1949-08-23,Newton Stewart
Michael,Nee,1930-11-05,Wick
John,Kay,1921-04-02,Stirling
David,Hill,1946-03-12,Dumbarton
William,Gosling,1857-06-24,Ballymoney
Mark,O'brien,1957-02-10,Galashiels
Arthur,Varley,1875-10-19,Dumfries
Jessie,Woolcott,1873-02-07,Thurso
Jane,Atkins,1950-01-30,Peebles
Thomas,Burscough,1886-06-17,Hawick
